compound_name,retention_time,smiles,split_index
Kopsinoline,4.18,COC(=O)C1CC23CCCN4(=O)CCC5(C24)C6=CC=CC=C6NC15CC3,1
"11,12-Methylenedioxykopsinaline",3.61,COC(=O)C1(O)CC23CCCN4CCC5(C24)C6=CC=C7OCOC7=C6NC15CC3,1
Remerine,4.89,CN1CCC2=CC3=C(OCO3)C4=C2C1CC5=CC=CC=C45,1
Boldine,3.35,COC1=CC2=C(CC3N(C)CCC4=CC(O)=C(OC)C2=C34)C=C1O,1
Nantenine,4.89,COC1=C(OC)C2=C3C(CC4=C2C=C5OCOC5=C4)N(C)CCC3=C1,1
Isocorydine,3.92,COC1=CC=C2CC3N(C)CCC4=C3C(=C(OC)C(OC)=C4)C2=C1O,1
Calycanthine,2.57,CN1CCC23C4NC5=C(C=CC=C5)C2(CCN4C)C1NC6=C3C=CC=C6,1
Pilocarpine,2.4,CCC1C(CC2=CN=CN2C)COC1=O,1
Piperine,7.84,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N3CCCCC3,1
Rinderine,2.75,CC(C)C(O)(C(C)O)C(=O)OCC1=CCN2CCC(O)C12,1
Ajmaline,4.13,CCC1C2CC3C4N(C)C5=C(C=CC=C5)C46CC(C2C6O)N3C1O,1
Isotalatizidine,2.91,CCN1CC2(COC)CCC(O)C34C5CC6C(O)C5C(O)(CC6OC)C(CC23)C14,1
Lycoctonine,3.67,CCN1CC2(CO)CCC(OC)C34C5CC6C(OC)C5C(O)(CC6OC)C(O)(C(OC)C23)C14,1
Anthranoyllycoctonine,5.5,CCN1CC2(COC(=O)C3=C(N)C=CC=C3)CCC(OC)C45C6CC7C(OC)C6C(O)(CC7OC)C(O)(C(OC)C24)C15,1
Hypaconitine,5.97,COCC12CCC(OC)C34C5CC6(O)C(OC(=O)C7=CC=CC=C7)C5C(OC(C)=O)(C(C(OC)C13)C4N(C)C2)C(O)C6OC,2
Mesaconitine,5.61,COCC12CN(C)C3C4C(OC)C1C3(C5CC6(O)C(OC(=O)C7=CC=CC=C7)C5C4(OC(C)=O)C(O)C6OC)C(CC2O)OC,2
Aconitine,5.97,CCN1CC2(COC)C3C(OC)C4C1C3(C5CC6(O)C(OC(=O)C7=CC=CC=C7)C5C4(OC(C)=O)C(O)C6OC)C(CC2O)OC,1
Soyasaponin Bb,7.09,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CC(O)C6(C)CCC5(C)C4(C)CCC3C2(C)CO)C(OC7OC(CO)C(O)C(O)C7OC8OC(C)C(O)C(O)C8O)C(O)C1O,1
Soyasaponin Ba,6.97,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CC(O)C6(C)CCC5(C)C4(C)CCC3C2(C)CO)C(OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(O)C1O,1
Disaccharide(Hex-Hex),1.74,OCC1OC(OCC2OC(O)(CO)C(O)C2O)C(O)C(O)C1O,1
Dihydroresveratrol,5.15,OC1=CC=C(C=C1)CCC2=CC(O)=CC(O)=C2,1
alpha-Solanine,4.95,OCC1OC(OC2C(O)C(OC(OC3CC4=CCC5C(CCC6(C)C5CC7N8CC(C)CCC8C(C)C76)C4(C)CC3)C2OC9OC(C)C(O)C(O)C9O)CO)C(O)C(O)C1O,2
Solanidine,5.99,OC1CC2=CCC3C(CCC4(C)C3CC5N6CC(C)CCC6C(C)C54)C2(C)CC1,1
Sinapoyl aldehyde,4.73,O=CC=CC=1C=C(OC)C(O)=C(OC)C1,1
Kynurenic acid (not validated),3.11,O=C(O)C1=CC(=O)C2=CC=CC=C2N1,1
Chlorogenic acid,3.13,O=C(OC1CC(O)(C(=O)O)CC(O)C1O)C=CC=2C=CC(O)=C(O)C2,1
Dicaffeoyl quinic acid,4.6,O=C(OC1CC(O)(C(=O)O)CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C1O)C=CC3=CC=C(O)C(O)=C3,1
Acetosyringone,4.31,O=C(C=1C=C(OC)C(O)=C(OC)C1)C,1
Glutathione (not validated),1.52,O=C(O)CNC(=O)C(NC(=O)CCC(N)C(=O)O)CS,1
S-(2-Carboxypropyl)glutathione,2.36,O=C(O)CNC(=O)C(NC(=O)CCC(N)C(=O)O)CSCC(C(=O)O)C,1
Glutamyl-S-methylcysteine,2.02,O=C(O)C(N)CCC(=O)NC(C(=O)O)CSC,1
Pantothenic acid (not validated),2.48,O=C(O)CCNC(=O)C(O)C(C)(C)CO,1
Fusaric acid (not validated),2.79,O=C(O)C=1N=CC(=CC1)CCCC,1
"Aconitic acid (not validated, isomer of 273)",1.61,O=C(O)C=C(C(=O)O)CC(=O)O,1
5'-S-Methyl-5'-thioadenosine,2.7,OC1C(O)C(OC1N2C=NC=3C(=NC=NC32)N)CSC,1
Uridine (not validated),1.8,O=C1C=CN(C(=O)N1)C2OC(CO)C(O)C2O,1
Xanthosine (not validated),2.07,OC=1N=C(O)C=2N=CN(C2N1)C3OC(CO)C(O)C3O,1
Adenosine (not validated),1.88,OCC1OC(N2C=NC3=C(N=CN=C32)N)C(O)C1O,1
Guanosine (not validated),1.93,O=C1NC(=NC2=C1N=CN2C3OC(CO)C(O)C3O)N,1
Xanthine (not validated),1.75,O=C1NC(=O)C=2NC=NC2N1,1
Deoxyadenosine,1.93,OCC1OC(N2C=NC=3C(=NC=NC32)N)CC1O,1
Nicotine (not validated),1.62,N1=CC=CC(=C1)C2N(C)CCC2,1
N-Fructosyl S-(2-carboxypropyl)glutathione,2.4,CC(CSCC(NC(=O)CCC(NCC1(O)OCC(O)C(O)C1O)C(O)=O)C(=O)NCC(O)=O)C(O)=O,2
"Phytosphingosine (not validated, isomer of 1697)",7.82,OCC(N)C(O)C(O)CCCCCCCCCCCCCC,1
LPE 16:0,10.02,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCCCCCCCCC,1
LPC 16:0,9.91,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCC,1
Biochanin A,7.63,O=C1C(=COC2=CC(O)=CC(O)=C12)C3=CC=C(OC)C=C3,1
Formononetin,6.69,O=C1C=2C=CC(O)=CC2OC=C1C3=CC=C(OC)C=C3,1
Formononetin-7-O-glucoside,5.04,O=C1C(=COC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC=C12)C4=CC=C(OC)C=C4,1
Isoflavone base + 3O,4.63,O=C1C(=COC2=CC(O)=CC=C12)C3=CC=C(O)C(O)=C3,1
Daidzein,5.15,O=C1C(=COC=2C=C(O)C=CC12)C3=CC=C(O)C=C3,1
Daidzein-8-C-glucoside,3.27,O=C1C(=COC2=C1C=CC(O)=C2C3OC(CO)C(O)C(O)C3O)C4=CC=C(O)C=C4,1
Tryptophanol (not validated),3.06,OCCC1=CNC2=CC=CC=C21,2
Tryptamine (not validated),1.79,NCCC1=CNC2=CC=CC=C21,1
Tryptophan,2.8,O=C(O)C(N)CC1=CNC=2C=CC=CC21,1
"Flavonol base + 5O, O-Hex",3.72,O=C1C(O)=C(OC2=CC(OC3OC(CO)C(O)C(O)C3O)=C(O)C(O)=C12)C=4C=CC(O)=C(O)C4,1
Quercetin,5.37,O=C1C(O)=C(OC2=CC(O)=CC(O)=C12)C=3C=CC(O)=C(O)C3,1
Quercetin-3-O-glucoside,4.03,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC3=CC(O)=CC(O)=C13)C4=CC=C(O)C(O)=C4,1
Quercetin-4'-O-glucoside,4.51,O=C1C(O)=C(OC=2C=C(O)C=C(O)C12)C3=CC=C(OC4OC(CO)C(O)C(O)C4O)C(O)=C3,2
"Flavonol base + 4O, O-MalonylHex",4.22,O=C(O)CC(=O)OCC1OC(OC=2C(=O)C3=C(O)C=C(O)C=C3OC2C=4C=CC(O)=C(O)C4)C(O)C(O)C1O,1
Quercetin-3-O-rutinoside,3.86,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C5=CC=C(O)C(O)=C5,1
"Quercetin-3,4'-O-di-beta-glucoside",3.54,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC3=CC(O)=CC(O)=C13)C=4C=CC(OC5OC(CO)C(O)C(O)C5O)=C(O)C4,1
"Flavonol base + 4O, O-dHex, O-Hex-dHex",3.09,O=C1C(OC2OC(CO)C(O)C(O)C2OC3OC(C)C(O)C(O)C3O)=C(OC=4C=C(OC5OC(C)C(O)C(O)C5O)C=C(O)C14)C6=CC=C(O)C(O)=C6,1
Syringetin-3-O-glucoside,4.36,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(OC)C(O)=C(OC)C4,1
Isorhamnetin,6.14,O=C1C(O)=C(OC2=CC(O)=CC(O)=C12)C=3C=CC(O)=C(OC)C3,1
Isorhamnetin-3-O-galactoside-6''-rhamnoside,4.17,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC4=CC(O)=CC(O)=C14)C=5C=CC(O)=C(OC)C5,1
Kaempferol-7-O-rhamnoside,5.28,O=C1C(O)=C(OC2=CC(OC3OC(C)C(O)C(O)C3O)=CC(O)=C12)C4=CC=C(O)C=C4,1
"Flavonol base + 3O, O-Hex",4.37,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC3=CC(O)=CC(O)=C13)C4=CC=C(O)C=C4,1
Kaempferol-3-O-rhamnoside-7-O-rhamnoside,3.94,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC3=CC(OC4OC(C)C(O)C(O)C4O)=CC(O)=C13)C5=CC=C(O)C=C5,1
Kaempferol-3-O-glucoside-7-O-rhamnoside,3.7,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC3=CC(OC4OC(C)C(O)C(O)C4O)=CC(O)=C13)C5=CC=C(O)C=C5,1
Kaempferol 3-O-sophoroside,3.8,O=C1C(OC2OC(CO)C(O)C(O)C2OC3OC(CO)C(O)C(O)C3O)=C(OC=4C=C(O)C=C(O)C14)C5=CC=C(O)C=C5,1
"Flavonol base + 2O, 1MeO",5.99,O=C1C(O)=C(OC2=CC(O)=CC(O)=C12)C3=CC=C(OC)C=C3,1
Flavonol base + 2MeO,6.75,O=C1C(O)=C(OC2=CC(OC)=CC=C12)C=3C=CC=C(OC)C3,1
Flavonol base + 3O + O-Hex-dHex,4.0,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,1
Luteolin,5.34,O=C1C=C(OC=2C=C(O)C=C(O)C12)C3=CC=C(O)C(O)=C3,1
Apigenin,5.89,O=C1C=C(OC2=CC(O)=CC(O)=C12)C3=CC=C(O)C=C3,1
"Flavone base + 3O, O-HexA",4.49,O=C(O)C1OC(OC2=CC=3OC(=CC(=O)C3C(O)=C2O)C4=CC=CC=C4)C(O)C(O)C1O,1
Cosmosiin,4.2,O=C1C=C(OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12)C4=CC=C(O)C=C4,2
"Flavone base + 3O, O-MalonylHex",5.16,O=C(O)CC(=O)OCC1OC(OC2=CC(O)=C3C(=O)C=C(OC3=C2)C4=CC=C(O)C=C4)C(O)C(O)C1O,1
Luteolin-6-C-glucoside,3.59,O=C1C=C(OC2=CC(O)=C(C(O)=C12)C3OC(CO)C(O)C(O)C3O)C=4C=CC(O)=C(O)C4,1
"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-4-one",3.95,O=C1C=C(OC2=CC(O)=C(C(O)=C12)C3OC(CO)C(O)C(O)C3O)C4=CC=C(O)C=C4,1
Apigenin-6-C-glucoside-7-O-glucoside,3.52,O=C1C=C(OC=2C=C(OC3OC(CO)C(O)C(O)C3O)C(=C(O)C12)C4OC(CO)C(O)C(O)C4O)C5=CC=C(O)C=C5,1
Luteolin 6-C-glucoside 8-C-arabinoside,3.1,O=C1C=C(OC=2C1=C(O)C(=C(O)C2C3OC(CO)C(O)C(O)C3O)C4OC(CO)C(O)C(O)C4O)C5=CC=C(O)C(O)=C5,1
Vicenin 2,3.3,O=C1C=C(OC=2C1=C(O)C(=C(O)C2C3OC(CO)C(O)C(O)C3O)C4OC(CO)C(O)C(O)C4O)C5=CC=C(O)C=C5,1
Eriodictyol,5.35,O=C1C=2C(O)=CC(O)=CC2OC(C=3C=CC(O)=C(O)C3)C1,1
Isookanin-7-O-glucoside,3.47,O=C1C=2C=CC(OC3OC(CO)C(O)C(O)C3O)=C(O)C2OC(C4=CC=C(O)C(O)=C4)C1,1
Naringenin-7-O-glucoside,4.52,O=C1C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C=C2OC(C4=CC=C(O)C=C4)C1,1
"Flavone base + 3O, O-HexA-FeruloylHexA",4.76,O=C(OC1C(OC(C(=O)O)C(O)C1O)OC2C(OC3=CC=C(C=C3)C=4OC5=CC(O)=CC(O)=C5C(=O)C4)OC(C(=O)O)C(O)C2O)C=CC=6C=CC(O)=C(OC)C6,1
trans-Ferulic acid,4.24,O=C(O)C=CC1=CC=C(O)C(OC)=C1,1
Azelaic acid,4.78,O=C(O)CCCCCCCC(=O)O,1
Isoleucylaspartate,1.87,O=C(O)CC(NC(=O)C(N)C(C)CC)C(=O)O,2
Valylvaline,2.15,O=C(O)C(NC(=O)C(N)C(C)C)C(C)C,1
PyroglutamylIsoleucine (isomer of 1005),2.55,O=C(O)C(NC(=O)C1NC(=O)CC1)C(C)CC,1
Isoleucylglutamate,1.98,O=C(O)CCC(NC(=O)C(N)C(C)CC)C(=O)O,1
Isoleucylglutamine,1.82,O=C(O)C(NC(=O)C(N)C(C)CC)CCC(=O)N,1
Leucylvaline,2.66,O=C(O)C(NC(=O)C(N)CC(C)C)C(C)C,1
ValylIsoleucine,2.88,O=C(O)C(NC(=O)C(N)C(C)C)C(C)CC,1
Isoleucylleucine,3.05,O=C(O)C(NC(=O)C(N)C(C)CC)C(C)CC,1
Leucylleucine,3.29,O=C(O)C(NC(=O)C(N)CC(C)C)CC(C)C,1
Prolylphenylalanine,2.99,O=C(O)C(NC(=O)C1NCCC1)CC2=CC=CC=C2,1
Glutamyltyrosine,2.36,O=C(O)C(N)CCC(=O)NC(C(=O)O)CC1=CC=C(O)C=C1,1
Phenylalanylvaline,2.98,O=C(O)C(NC(=O)C(N)CC1=CC=CC=C1)C(C)C,2
Valylphenylalanine,3.23,O=C(O)C(NC(=O)C(N)C(C)C)CC1=CC=CC=C1,1
Leucylphenylalanine,3.64,O=C(O)C(NC(=O)C(N)CC(C)C)CC1=CC=CC=C1,1
Leucylglycine,2.08,O=C(O)CNC(=O)C(N)CC(C)C,1
Alanylleucine (isomer of 675),2.36,O=C(O)C(NC(=O)C(N)C)CC(C)C,1
Serylleucine,2.38,O=C(O)C(NC(=O)C(N)CO)CC(C)C,1
6-Methoxy-7-hydroxycoumarin,4.24,O=C1OC2=CC(O)=C(OC)C=C2C=C1,2
"Flavone base + 3O, O-HexA-coumaroylHexA",4.77,OC1C(O)C(OC(OC2=CC=C(C=C2)C3=CC(=O)C4=C(O)C=C(O)C=C4O3)C1OC5OC(C(O)C(O)C5OC(=O)C=CC6=CC=C(O)C=C6)C(O)=O)C(O)=O,1
"N1,N10-Dicoumaroylspermidine",3.83,O=C(C=CC1=CC=C(O)C=C1)NCCCNCCCCNC(=O)C=CC2=CC=C(O)C=C2,1
"Coumaric acid (isomer of 192, 194)",2.71,O=C(O)C=CC1=CC=C(O)C=C1,1
Rosmarinic acid (not validated),4.6,O=C(OC(C(=O)O)CC=1C=CC(O)=C(O)C1)C=CC=2C=CC(O)=C(O)C2,1
trans-Caffeic acid,3.44,O=C(O)C=CC1=CC=C(O)C(O)=C1,1
Delphinidin 3-glucoside,2.61,OC=1C=C(O)C=2C=C(OC3OC(CO)C(O)C(O)C3O)C(=[O+]C2C1)C4=CC(O)=C(O)C(O)=C4,1
"Anthocyanidin base + 5O, 1MeO, O-Hex, O-Hex-coumaroylHex",3.76,O=C(OC1C(O)C(O)C(OCC2OC(OC=3C=C4C(OC5OC(CO)C(O)C(O)C5O)=CC(O)=CC4=[O+]C3C6=CC(O)=C(O)C(OC)=C6)C(O)C(O)C2O)OC1C)C=CC7=CC=C(O)C=C7,1
Cyanidin-3-O-glucoside,2.91,OC=1C=C(O)C2=CC(OC3OC(CO)C(O)C(O)C3O)=C([O+]=C2C1)C=4C=CC(O)=C(O)C4,1
Tyrosine,1.79,O=C(O)C(N)CC1=CC=C(O)C=C1,1
Tyramine,1.83,OC1=CC=C(C=C1)CCN,1
Phenylalanine,2.3,O=C(O)C(N)CC1=CC=CC=C1,1
Leucine,1.87,O=C(O)C(N)CC(C)C,1
Vanillic acid (not validated),3.84,O=C(O)CC1=CC=C(O)C(OC)=C1,1
"Pyroglutamic acid (not validated, isomer of 88)",1.73,O=C(O)C1NC(=O)CC1,1
Butyryl carnitine (isomer of 920),2.48,O=C([O-])CC(OC(=O)C(C)C)C[N+](C)(C)C,1
Hordenine,2.05,CN(C)CCC1=CC=C(O)C=C1,1
Dehydrosalsolidine,2.93,COC1=CC2=C(C=C1OC)C(C)=NCC2,1
Geniposide,3.42,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C1CC=C3CO,1
Quercetin-3-O-glucosyl-6''-acetate,4.42,CC(=O)OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C4=CC(O)=C(O)C=C4)C(O)C(O)C1O,1
Quercetin 3-O-[2''-O-b-D-glucopyranosyl]-a-L-rhamnopyranoside,4.15,CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C4=CC(O)=C(O)C=C4)C(OC5OC(CO)C(O)C(O)C5O)C(O)C1O,1
Diosmetin-7-O-rutinoside,4.39,COC1=CC=C(C=C1O)C2=CC(=O)C3=C(O2)C=C(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)C=C3O,1
6-Hydroxyflavanone,7.17,OC1=CC2=C(OC(CC2=O)C3=CC=CC=C3)C=C1,1
Coniferyl aldehyde,4.76,COC1=CC(C=CC=O)=CC=C1O,1
Sinapic acid,4.21,COC1=CC(C=CC(O)=O)=CC(OC)=C1O,1
Pelargonidin-3-O-glucoside,3.12,OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C4=CC=C(O)C=C4)C(O)C(O)C1O,1
Cyanidin-3-O-sophoroside,2.77,OCC1OC(OC2C(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C5=CC(O)=C(O)C=C5)OC(CO)C(O)C2O)C(O)C(O)C1O,1
Apigeninidin,3.87,OC1=CC=C(C=C1)C2=[O+]C3=CC(O)=CC([O-])=C3C=C2,1
Indole-3-acetyl-L-glutamic acid,4.12,OC(=O)CCC(N=C(O)CC1=CNC2=CC=CC=C12)C(O)=O,1
Cyclo-prolylglycine,2.06,O=C1CNC(=O)C2CCCN12,1
Ginsenoside Rh1,6.29,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC3C4(C)CCC(O)C(C)(C)C4C(CC23C)OC5OC(CO)C(O)C(O)C5O,2
Ginsenoside Rg6,7.57,CC1OC(OC2C(O)C(O)C(CO)OC2OC3CC4(C)C(CC(O)C5C(CCC45C)C(=C)CCC=C(C)C)C6(C)CCC(O)C(C)(C)C36)C(O)C(O)C1O,1
Ginsenoside Rg2,6.25,CC1OC(OC2C(O)C(O)C(CO)OC2OC3CC4(C)C(CC(O)C5C(CCC45C)C(C)(O)CCC=C(C)C)C6(C)CCC(O)C(C)(C)C36)C(O)C(O)C1O,1
Ginsenoside F2,7.66,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C2CCC3(C)C2C(O)CC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC34C,1
Ginsenoside Rf,5.94,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC3C4(C)CCC(O)C(C)(C)C4C(CC23C)OC5OC(CO)C(O)C(O)C5OC6OC(CO)C(O)C(O)C6O,1
Ginsenoside-Rg1,4.8,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C2CCC3(C)C2C(O)CC4C5(C)CCC(O)C(C)(C)C5C(CC34C)OC6OC(CO)C(O)C(O)C6O,1
Ginsenoside Re,4.79,CC1OC(OC2C(O)C(O)C(CO)OC2OC3CC4(C)C(CC(O)C5C(CCC45C)C(C)(CCC=C(C)C)OC6OC(CO)C(O)C(O)C6O)C7(C)CCC(O)C(C)(C)C37)C(O)C(O)C1O,1
Ginsenoside Rc,6.01,CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C3CCC4(C)C3C(O)CC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(C)(C)C6CCC45C,1
Ginsenoside Rb3,6.19,CCC(C)=CCCC(C)(OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)C3CCC4(C)C3C(O)CC5C4CCC6C(C)(C)C(CCC56C)OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O,1
Echinocystic acid-3-O-glucoside,7.33,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,1
Saikosaponin b2,7.11,CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC5=C6CC(C)(C)CCC6(CO)C(O)CC45C)C2(C)CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C1O,1
Chikusetsusaponin IV,6.39,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(OC7OC(CO)C(O)C7O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC8OC(CO)C(O)C(O)C8O,1
Chrysanthellin A,6.12,CC1OC(OC2C(O)COC(OC3C(C)OC(OC4C(O)C(O)COC4OC(=O)C56CCC(C)(C)CC5C7=CCC8C9(C)CCC(OC%10OC(CO)C(O)C(O)C%10O)C(C)(C)C9CCC8(C)C7(C)CC6O)C(O)C3O)C2O)C(O)C(O)C1O,1
Paeoniflorin,3.78,CC12CC3(O)OC(O1)C4(COC(=O)C5=CC=CC=C5)C3CC24OC6OC(CO)C(O)C(O)C6O,1
Cynarin,3.49,OC1CC(CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C1O)(OC(=O)C=CC3=CC=C(O)C(O)=C3)C(O)=O,1
Arbutin,1.88,OCC1OC(OC2=CC=C(O)C=C2)C(O)C(O)C1O,1
Arctiin,5.18,COC1=CC(CC2C(CC3=CC(OC)=C(OC)C=C3)COC2=O)=CC=C1OC4OC(CO)C(O)C(O)C4O,1
Phillyrin,5.13,COC1=C(OC)C=C(C=C1)C2OCC3C2COC3C4=CC(OC)=C(OC5OC(CO)C(O)C(O)C5O)C=C4,1
Eleutheroside E,3.61,COC1=CC(=CC(OC)=C1OC2OC(CO)C(O)C(O)C2O)C3OCC4C3COC4C5=CC(OC)=C(OC6OC(CO)C(O)C(O)C6O)C(OC)=C5,1
2-Propenyl glucosinolate,1.77,OCC1OC(SC(CC=C)=NOS(O)(=O)=O)C(O)C(O)C1O,1
(2S)-2-Hydroxy-3-butenyl-glucosinolate,1.77,OCC1OC(SC(CC(O)C=C)=NOS(O)(=O)=O)C(O)C(O)C1O,1
Benzyl glucosinolate,2.83,OCC1OC(SC(CC2=CC=CC=C2)=NOS(O)(=O)=O)C(O)C(O)C1O,1
p-Hydroxybenzyl glucosinolate,2.0,OCC1OC(SC(CC2=CC=C(O)C=C2)=NOS(O)(=O)=O)C(O)C(O)C1O,1
7-Methylsulfinylheptyl isothiocyanate,5.41,CS(=O)CCCCCCCN=C=S,2
8-Methylsulfinyloctyl isothiocyanate,3.56,CS(=O)CCCCCCCCN=C=S,1
Kaempferol-3-O-glucoside-2''-p-coumaroyl,5.32,OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C4=CC=C(O)C=C4)C(OC(=O)C=CC5=CC=C(O)C=C5)C(O)C1O,1
Quercetin-3-O-glucuronide,4.01,OC1C(O)C(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C4=CC=C(O)C(O)=C4)OC(C1O)C(O)=O,2
p-Coumaryl alcohol,3.76,OCC=CC1=CC=C(O)C=C1,1
4-Methoxycinnamic acid,5.86,COC1=CC=C(C=CC(O)=O)C=C1,1
4-Deoxyphloridzin,4.85,OCC1OC(OC2=CC(O)=CC(O)=C2C(=O)CCC3=CC=CC=C3)C(O)C(O)C1O,2
Maritimetin-6-O-glucoside,4.0,OCC1OC(OC2=C(O)C3=C(C=C2)C(=O)C(O3)=CC4=CC=C(O)C(O)=C4)C(O)C(O)C1O,1
Sennoside B,3.82,OCC1OC(OC2=CC=CC3=C2C(=O)C4=C(C=C(C=C4O)C(O)=O)C3C5C6=C(C(OC7OC(CO)C(O)C(O)C7O)=CC=C6)C(=O)C8=C5C=C(C=C8O)C(O)=O)C(O)C(O)C1O,1
Cyanidin-3-O-rhamnoside,3.18,CC1OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C4=CC(O)=C(O)C=C4)C(O)C(O)C1O,1
Luteolinidin,3.59,OC1=CC2=C(C=CC(=[O+]2)C3=CC=C(O)C(O)=C3)C(O)=C1,2
Voacamine,4.94,CCC1CC2CN3CCC4=C(NC5=C4C=C(OC)C(=C5)C6CC7C(C(CC8=C6NC9=CC=CC=C89)N(C)CC7=CC)C(=O)OC)C(C2)(C13)C(=O)OC,2
Dodecyl hydrogen sulfate,8.65,O=S(=O)(O)OCCCCCCCCCCCC,1
Stachyose,1.69,OCC1OC(OCC2OC(OCC3OC(OC4(OC(CO)C(O)C4O)CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,1
Sinapoyl malate,4.23,O=C(OC(C(=O)O)CC(=O)O)C=CC=1C=C(OC)C(O)=C(OC)C1,2
Cryptochlorogenic acid,4.6,O=C(OC1C(O)CC(O)(C(=O)O)CC1O)C=CC=2C=CC(O)=C(O)C2,2
4-O-feruloyl-D-quinic acid,3.74,O=C(OC1C(O)CC(O)(C(=O)O)CC1O)C=CC=2C=CC(O)=C(OC)C2,1
"FA 18:3+1O ((9S,10E,12Z,15Z)-9-Hydroxy-10,12,15-octadecatrienoic acid)",9.1,O=C(O)CCCCCCCC(O)C=CC=CCC=CCC,1
"FA 18:3+2O ((9S,10E,12Z,15Z)-9-hydroperoxyoctadeca-10,12,15-trienoic acid)",6.77,O=C(O)CCCCCCCC(OO)C=CC=CCC=CCC,1
FA 18:2+1O (Alpha-dimorphecolic acid),9.79,O=C(O)CCCCCCCC(O)C=CC=CCCCCC,1
FA 18:2+2O,8.0,O=C(O)CCCCCCCC(OO)C=CC=CCCCCC,1
FA 18:1+1O (Ricinoleic acid),10.08,O=C(O)CCCCCCCC=CCC(O)CCCCCC,1
"FA 18:1+2O (12,13-DiHOME)",8.39,O=C(O)CCCCCCCC=CCC(O)C(O)CCCCC,1
FA 18:1+2O,8.54,O=C(O)CCCCCCCC(O)C(O)CC=CCCCCC,1
Citric acid,1.57,O=C(O)CC(O)(C(=O)O)CC(=O)O,1
3-Hydroxymethylglutaric acid,1.98,O=C(O)CC(O)(C)CC(=O)O,1
2-Isopropylmalic acid,3.25,O=C(O)CC(O)(C(=O)O)C(C)C,1
Suberic acid,4.1,O=C(O)CCCCCCC(=O)O,1
LysoPE 18:1,10.22,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCCC,1
